message_id,project,session_id,timestamp,session_date,actor,code,category,superclass,code_order,order_in_session
7490,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Ask,Inquire,Metacognitive,1,92
7491,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,93
7491,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Report,Report,Communication,2,94
7491,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Retry,Execute,Action,3,95
7492,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Arguing,Frustrate,Evaluative,1,96
7492,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Ask,Inquire,Metacognitive,2,97
7493,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Apologize,Repair,Repair,1,98
7493,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Ask,Ask,Communication,2,99
7493,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Explain,Explain,Communication,3,100
7493,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Report,Report,Communication,4,101
7494,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Arguing,Frustrate,Evaluative,1,102
7494,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Correction,Correct,Evaluative,2,103
7494,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Reject,Correct,Evaluative,3,104
7495,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Apologize,Repair,Repair,1,105
7495,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Comply,Execute,Action,2,106
7495,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,3,107
7496,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Context,Specify,Directive,1,108
7496,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,109
7497,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Investigate,Investigate,Action,1,110
7497,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Plan,Plan,Repair,2,111
7498,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Verification,Verify,Evaluative,1,112
7499,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,113
7500,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Frustration,Frustrate,Evaluative,1,114
7500,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Verification,Verify,Evaluative,2,115
7501,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Investigate,Investigate,Action,1,116
7502,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Command,Command,Directive,1,117
7502,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Refinement,Refine,Evaluative,2,118
7503,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,119
7504,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Correction,Correct,Evaluative,1,120
7504,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,121
7505,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Comply,Execute,Action,1,122
7505,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,2,123
7505,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Retry,Execute,Action,3,124
7506,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Refinement,Refine,Evaluative,1,125
7506,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,126
7507,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,127
7508,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Refinement,Refine,Evaluative,1,128
7508,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,129
7509,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,130
7510,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Correction,Correct,Evaluative,1,131
7510,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,132
7511,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Apologize,Repair,Repair,1,133
7511,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Comply,Execute,Action,2,134
7511,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Investigate,Investigate,Action,3,135
7511,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Retry,Execute,Action,4,136
7512,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Frustration,Frustrate,Evaluative,1,137
7513,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Context,Specify,Directive,1,138
7513,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,139
7514,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Investigate,Investigate,Action,1,140
7514,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Plan,Plan,Repair,2,141
7515,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Refinement,Refine,Evaluative,1,142
7515,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,143
7516,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,144
7517,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Correction,Correct,Evaluative,1,145
7517,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,146
7518,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Comply,Execute,Action,1,147
7518,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Investigate,Investigate,Action,2,148
7518,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Plan,Plan,Repair,3,149
7518,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Retry,Execute,Action,4,150
7519,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Request,Request,Directive,1,151
7519,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,152
7519,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Thinking,Inquire,Metacognitive,3,153
7520,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Explain,Explain,Communication,1,154
7520,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Investigate,Investigate,Action,2,155
7520,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Plan,Plan,Repair,3,156
7521,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Refinement,Refine,Evaluative,1,157
7522,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,158
7522,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Plan,Plan,Repair,2,159
7523,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Frustration,Frustrate,Evaluative,1,160
7524,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,161
7525,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Command,Command,Directive,1,162
7526,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Command,Command,Directive,1,163
7526,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Reject,Correct,Evaluative,2,164
7527,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Apologize,Repair,Repair,1,165
7527,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Plan,Plan,Repair,2,166
7528,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Refinement,Refine,Evaluative,1,167
7528,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,168
7529,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,169
7530,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Interrupt,Interrupt,Metacognitive,1,170
7531,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Correction,Correct,Evaluative,1,171
7531,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,172
7532,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Comply,Execute,Action,1,173
7532,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,2,174
7533,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Interrupt,Interrupt,Metacognitive,1,175
7534,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Command,Command,Directive,1,176
7534,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,177
7535,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,178
7536,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Request,Request,Directive,1,179
7536,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,180
7537,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Investigate,Investigate,Action,1,181
7538,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Command,Command,Directive,1,182
7538,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,183
7539,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,184
7540,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Command,Command,Directive,1,185
7540,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,186
7541,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,187
7542,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Command,Command,Directive,1,188
7543,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,189
7544,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Command,Command,Directive,1,190
7544,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,191
7545,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,192
7546,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Context,Specify,Directive,1,193
7546,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Specification,Specify,Directive,2,194
7547,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,195
7548,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Arguing,Frustrate,Evaluative,1,196
7548,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Ask,Inquire,Metacognitive,2,197
7549,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,198
7549,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Plan,Plan,Repair,2,199
7550,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Interrupt,Interrupt,Metacognitive,1,200
7551,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Command,Command,Directive,1,201
7552,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Explain,Explain,Communication,1,202
7553,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Reject,Correct,Evaluative,1,203
7553,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Thinking,Inquire,Metacognitive,2,204
7554,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Execute,Execute,Action,1,205
7555,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Ask,Inquire,Metacognitive,1,206
7555,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Thinking,Inquire,Metacognitive,2,207
7556,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Investigate,Investigate,Action,1,208
7556,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Plan,Plan,Repair,2,209
7557,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Interrupt,Interrupt,Metacognitive,1,210
7558,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Ask,Inquire,Metacognitive,1,211
7559,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Ask,Ask,Communication,1,212
7559,Project_17,0e6e866cfcf1,1770588000,2026-02-09,AI,Explain,Explain,Communication,2,213
7560,Project_17,0e6e866cfcf1,1770588000,2026-02-09,Human,Interrupt,Interrupt,Metacognitive,1,214
12045,Project_33,0f34fb8bdbdf,1771192800,2026-02-16,Human,Context,Specify,Directive,1,1
12045,Project_33,0f34fb8bdbdf,1771192800,2026-02-16,Human,Direct,Command,Directive,2,2
12045,Project_33,0f34fb8bdbdf,1771192800,2026-02-16,Human,Specification,Specify,Directive,3,3
12046,Project_33,0f34fb8bdbdf,1771192800,2026-02-16,Human,Interrupt,Interrupt,Metacognitive,1,4
12047,Project_33,0f34fb8bdbdf,1771192800,2026-02-16,AI,Delegate,Delegate,Action,1,5
12047,Project_33,0f34fb8bdbdf,1771192800,2026-02-16,AI,Plan,Plan,Repair,2,6
12048,Project_33,0f34fb8bdbdf,1771279200,2026-02-17,Human,Command,Command,Directive,1,7
12049,Project_33,0f34fb8bdbdf,1771279200,2026-02-17,AI,Execute,Execute,Action,1,8
12049,Project_33,0f34fb8bdbdf,1771279200,2026-02-17,AI,Plan,Plan,Repair,2,9
12050,Project_33,0f34fb8bdbdf,1771279200,2026-02-17,Human,Request,Request,Directive,1,10
12050,Project_33,0f34fb8bdbdf,1771279200,2026-02-17,Human,Specification,Specify,Directive,2,11
12051,Project_33,0f34fb8bdbdf,1771279200,2026-02-17,AI,Execute,Execute,Action,1,12
5593,Project_13,0f8ef55d5f3e,1770415200,2026-02-07,Human,Context,Specify,Directive,1,1
5593,Project_13,0f8ef55d5f3e,1770415200,2026-02-07,Human,Direct,Command,Directive,2,2
5593,Project_13,0f8ef55d5f3e,1770415200,2026-02-07,Human,Request,Request,Directive,3,3
5593,Project_13,0f8ef55d5f3e,1770415200,2026-02-07,Human,Specification,Specify,Directive,4,4
5594,Project_13,0f8ef55d5f3e,1770415200,2026-02-07,Human,Interrupt,Interrupt,Metacognitive,1,5
5595,Project_13,0f8ef55d5f3e,1770415200,2026-02-07,AI,Delegate,Delegate,Action,1,6
5595,Project_13,0f8ef55d5f3e,1770415200,2026-02-07,AI,Plan,Plan,Repair,2,7
5596,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Ask,Inquire,Metacognitive,1,8
5597,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Explain,Explain,Communication,1,9
5598,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Refinement,Refine,Evaluative,1,10
5598,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Specification,Specify,Directive,2,11
5599,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Apologize,Repair,Repair,1,12
5599,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Investigate,Investigate,Action,2,13
5600,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Request,Request,Directive,1,14
5600,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Specification,Specify,Directive,2,15
5601,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Investigate,Investigate,Action,1,16
5601,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Plan,Plan,Repair,2,17
5602,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Command,Command,Directive,1,18
5603,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,19
5604,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Request,Request,Directive,1,20
5604,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Specification,Specify,Directive,2,21
5605,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,22
5605,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Plan,Plan,Repair,2,23
5606,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Command,Command,Directive,1,24
5607,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,25
5608,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Request,Request,Directive,1,26
5608,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Specification,Specify,Directive,2,27
5609,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,28
5609,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Investigate,Investigate,Action,2,29
5609,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Plan,Plan,Repair,3,30
5610,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Command,Command,Directive,1,31
5610,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Verification,Verify,Evaluative,2,32
5611,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,33
5612,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Context,Specify,Directive,1,34
5612,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Specification,Specify,Directive,2,35
5613,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Explain,Explain,Communication,1,36
5613,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Report,Report,Communication,2,37
5614,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Command,Command,Directive,1,38
5615,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,39
5616,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Command,Command,Directive,1,40
5617,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,41
5618,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Command,Command,Directive,1,42
5619,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,43
5620,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Command,Command,Directive,1,44
5621,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,45
5622,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Command,Command,Directive,1,46
5622,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Reject,Correct,Evaluative,2,47
5623,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,48
5624,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Command,Command,Directive,1,49
5624,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,Human,Request,Request,Directive,2,50
5625,Project_13,0f8ef55d5f3e,1770501600,2026-02-08,AI,Execute,Execute,Action,1,51
6273,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Context,Specify,Directive,1,1
6273,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Direct,Command,Directive,2,2
6273,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Specification,Specify,Directive,3,3
6275,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Investigate,Investigate,Action,1,4
6275,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Plan,Plan,Repair,2,5
6276,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Request,Request,Directive,1,6
6276,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Verification,Verify,Evaluative,2,7
6277,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Plan,Plan,Repair,1,8
6278,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Ask,Inquire,Metacognitive,1,9
6279,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,10
6280,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Correction,Correct,Evaluative,1,11
6281,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Explain,Explain,Communication,1,12
6282,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Request,Request,Directive,1,13
6282,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Specification,Specify,Directive,2,14
6283,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,15
6284,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Interrupt,Interrupt,Metacognitive,1,16
6285,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Specification,Specify,Directive,1,17
6286,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,18
6287,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Command,Command,Directive,1,19
6287,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Request,Request,Directive,2,20
6288,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,21
6289,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Command,Command,Directive,1,22
6289,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Context,Specify,Directive,2,23
6290,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,24
6291,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Command,Command,Directive,1,25
6291,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Specification,Specify,Directive,2,26
6292,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Explain,Explain,Communication,1,27
6293,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Command,Command,Directive,1,28
6293,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Refinement,Refine,Evaluative,2,29
6294,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,30
6295,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Command,Command,Directive,1,31
6296,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,32
6297,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Correction,Correct,Evaluative,1,33
6297,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Request,Request,Directive,2,34
6298,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,35
6299,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Refinement,Refine,Evaluative,1,36
6300,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Investigate,Investigate,Action,1,37
6301,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Ask,Inquire,Metacognitive,1,38
6302,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,39
6303,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Ask,Inquire,Metacognitive,1,40
6304,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Interrupt,Interrupt,Metacognitive,1,41
6305,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Request,Request,Directive,1,42
6305,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Thinking,Inquire,Metacognitive,2,43
6306,Project_13,10b4859ff427,1772143200,2026-02-27,AI,Execute,Execute,Action,1,44
6308,Project_13,10b4859ff427,1772143200,2026-02-27,Human,Interrupt,Interrupt,Metacognitive,1,45
364,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Context,Specify,Directive,1,1
364,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Direct,Command,Directive,2,2
364,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Specification,Specify,Directive,3,3
366,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Delegate,Delegate,Action,1,4
367,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Verification,Verify,Evaluative,1,5
368,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Explain,Explain,Communication,1,6
368,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Report,Report,Communication,2,7
369,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Arguing,Frustrate,Evaluative,1,8
369,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Frustration,Frustrate,Evaluative,2,9
370,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Investigate,Investigate,Action,1,10
371,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Frustration,Frustrate,Evaluative,1,11
372,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Investigate,Investigate,Action,1,12
373,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Correction,Correct,Evaluative,1,13
373,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Specification,Specify,Directive,2,14
374,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Comply,Execute,Action,1,15
374,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Execute,Execute,Action,2,16
375,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Arguing,Frustrate,Evaluative,1,17
375,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Frustration,Frustrate,Evaluative,2,18
376,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Execute,Execute,Action,1,19
377,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Interrupt,Interrupt,Metacognitive,1,20
378,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Refinement,Refine,Evaluative,1,21
378,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Specification,Specify,Directive,2,22
379,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Execute,Execute,Action,1,23
380,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Interrupt,Interrupt,Metacognitive,1,24
381,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Specification,Specify,Directive,1,25
382,Project_5,120b797d2adf,1771711200,2026-02-22,AI,Execute,Execute,Action,1,26
384,Project_5,120b797d2adf,1771711200,2026-02-22,Human,Interrupt,Interrupt,Metacognitive,1,27
12036,Project_33,127f95491548,1771192800,2026-02-16,Human,Context,Specify,Directive,1,1
12036,Project_33,127f95491548,1771192800,2026-02-16,Human,Direct,Command,Directive,2,2
12036,Project_33,127f95491548,1771192800,2026-02-16,Human,Specification,Specify,Directive,3,3
12037,Project_33,127f95491548,1771192800,2026-02-16,Human,Interrupt,Interrupt,Metacognitive,1,4
12038,Project_33,127f95491548,1771192800,2026-02-16,AI,Investigate,Investigate,Action,1,5
12038,Project_33,127f95491548,1771192800,2026-02-16,AI,Plan,Plan,Repair,2,6
12039,Project_33,127f95491548,1771192800,2026-02-16,Human,Accept,Interrupt,Metacognitive,1,7
12039,Project_33,127f95491548,1771192800,2026-02-16,Human,Command,Command,Directive,2,8
12040,Project_33,127f95491548,1771192800,2026-02-16,AI,Execute,Execute,Action,1,9
12041,Project_33,127f95491548,1771192800,2026-02-16,Human,Command,Command,Directive,1,10
12042,Project_33,127f95491548,1771192800,2026-02-16,AI,Execute,Execute,Action,1,11
12043,Project_33,127f95491548,1771192800,2026-02-16,Human,Request,Request,Directive,1,12
12043,Project_33,127f95491548,1771192800,2026-02-16,Human,Specification,Specify,Directive,2,13
12044,Project_33,127f95491548,1771192800,2026-02-16,AI,Delegate,Delegate,Action,1,14
12562,Project_33,12b46fddf5aa,1771452000,2026-02-19,Human,Context,Specify,Directive,1,1
12562,Project_33,12b46fddf5aa,1771452000,2026-02-19,Human,Direct,Command,Directive,2,2
12562,Project_33,12b46fddf5aa,1771452000,2026-02-19,Human,Request,Request,Directive,3,3
12562,Project_33,12b46fddf5aa,1771452000,2026-02-19,Human,Specification,Specify,Directive,4,4
12563,Project_33,12b46fddf5aa,1771452000,2026-02-19,Human,Interrupt,Interrupt,Metacognitive,1,5
12564,Project_33,12b46fddf5aa,1771452000,2026-02-19,AI,Investigate,Investigate,Action,1,6
12564,Project_33,12b46fddf5aa,1771452000,2026-02-19,AI,Plan,Plan,Repair,2,7
12565,Project_33,12b46fddf5aa,1771452000,2026-02-19,Human,Context,Specify,Directive,1,8
12565,Project_33,12b46fddf5aa,1771452000,2026-02-19,Human,Specification,Specify,Directive,2,9
